symbol,timeframe,pattern,bias,horizon,n,p_up,hit_rate,mean_fwd_ret_bps,fwd_range_ratio,pval_direction,pval_range,fdr_direction,fdr_range
V75,1h,run_up_3,1,15,5344,0.50879,0.50879,0.0797,1.0221,0.20330360784983598,3.707333674274521e-07,0.6709019059044588,3.05855028127648e-06
V75,1h,run_dn_3,-1,1,5657,0.49532,0.50468,0.2782,0.9827,0.48933667019995886,6.335321106593651e-05,0.8074055058299321,0.00020906559651759048
V75,1h,run_dn_3,-1,5,5657,0.49655,0.50345,1.5032,0.9858,0.6134000709265859,0.000875409881213878,0.8662665590450421,0.0025120457460919977
V75,1h,run_dn_3,-1,15,5657,0.49072,0.50928,-0.5207,0.9801,0.16673917498054622,2.104814433000508e-06,0.6709019059044588,1.3652272839711752e-05
V75,1h,run_up_5,1,1,1346,0.50297,0.50297,-1.2709,1.0411,0.848692201336179,3.1302267114489915e-06,0.9630848790246468,1.4756783068259532e-05
V75,1h,run_up_5,1,5,1346,0.5,0.5,-0.6696,1.0395,1.0,2.2753788066186253e-06,1.0,1.3652272839711752e-05
V75,1h,run_up_5,1,15,1346,0.52006,0.52006,-0.9769,1.0323,0.14853760441372452,0.00011307592997566676,0.6709019059044588,0.00035538149420923836
V75,1h,run_dn_5,-1,1,1429,0.49195,0.50805,-2.1943,0.9676,0.5605966420027766,4.3255016303893956e-05,0.8604506598182153,0.00015860172644761115
V75,1h,run_dn_5,-1,5,1429,0.51435,0.48565,9.6974,0.9771,0.28998745169094964,0.0033000413624474693,0.725671864146928,0.00907511374673054
V75,1h,run_dn_5,-1,15,1429,0.52974,0.47026,17.6851,0.9651,0.0262422014925845,5.96069629407845e-06,0.4438562770625539,2.314152678877516e-05
V75,1h,breakout_up_20,1,1,3100,0.49032,0.49032,0.0014,1.0319,0.2892925840012084,4.14454671081527e-08,0.725671864146928,4.559001381896797e-07
V75,1h,breakout_up_20,1,5,3100,0.50161,0.50161,-0.2802,1.0327,0.8715889323074351,1.5580891849580658e-08,0.9630848790246468,2.056677724144647e-07
V75,1h,breakout_up_20,1,15,3100,0.50774,0.50774,-2.3371,1.0347,0.3985920790936935,1.032968021022648e-09,0.7737375652995226,1.704397234687369e-08
V75,1h,breakout_dn_20,-1,1,3216,0.49192,0.50808,-0.7774,0.955,0.36848692657989657,1.4182884083185108e-16,0.747836845015365,9.360703494902171e-15
V75,1h,breakout_dn_20,-1,5,3216,0.4972,0.5028,0.5665,0.9613,0.7643565564298449,5.508838535268573e-13,0.9172278677158139,1.211944477759086e-11
V75,1h,breakout_dn_20,-1,15,3216,0.49347,0.50653,2.1864,0.957,0.46969812747914963,1.566926181782289e-15,0.8074055058299321,5.1708563998815536e-14
V100,1m,doji,0,1,219755,0.49794,,-0.0246,1.0027,0.05327600726766561,0.0004891159048104024,0.5860360799443217,0.0010760549905828854
V100,1m,doji,0,5,219755,0.50046,,0.0996,1.0016,0.6665372173805352,0.020612809271325506,0.977587918824785,0.03580119505019693
V100,1m,doji,0,15,219755,0.49976,,0.0901,1.0021,0.8211091629017124,0.002430107333458937,1.0,0.004860214666917874
V100,1m,spinning_top,0,1,305808,0.49743,,-0.0364,1.0014,0.004448191515764768,0.03176196502953744,0.14679032002023734,0.05240724229873678
V100,1m,spinning_top,0,5,305808,0.49893,,-0.0968,1.0014,0.23766872053159716,0.018100770076402956,0.9227138561814948,0.03228786013628635
V100,1m,spinning_top,0,15,305808,0.49858,,-0.1478,1.001,0.11692428491884856,0.07828388436678628,0.7015457095130914,0.12301753257637844
V100,1m,marubozu_bull,1,1,148776,0.49966,0.49966,0.0125,0.9992,0.797436535671952,0.3889650029003142,1.0,0.47540167021149515
V100,1m,marubozu_bull,1,5,148776,0.49961,0.49961,0.0301,1.0006,0.7655905854125971,0.5030140868500896,1.0,0.5928380309304628
V100,1m,marubozu_bull,1,15,148776,0.50066,0.50066,0.2344,0.9991,0.613169421001302,0.2843713434945985,0.977587918824785,0.36800997393418633
V100,1m,marubozu_bear,-1,1,148898,0.50025,0.49975,-0.0028,0.9932,0.8499507275195153,1.1562120068349418e-13,1.0,1.2718332075184361e-12
V100,1m,marubozu_bear,-1,5,148898,0.49913,0.50087,-0.0303,0.9943,0.5020899287811842,1.9990479357887937e-11,0.9627954424349483,1.8848166251722913e-10
V100,1m,marubozu_bear,-1,15,148898,0.49991,0.50009,0.0465,0.9946,0.9483427056058776,7.871697077342887e-11,1.0,5.195320071046306e-10
V100,1m,hammer,1,1,150803,0.49627,0.49627,-0.0636,1.0023,0.0037984726721253265,0.011689996961388205,0.14679032002023734,0.02204399427004633
V100,1m,hammer,1,5,150803,0.4986,0.4986,-0.0519,1.0016,0.2771718070686153,0.06104282265061217,0.9627954424349483,0.09826405597415618
V100,1m,hammer,1,15,150803,0.50209,0.50209,0.165,1.0009,0.10584210074707989,0.29673726376042875,0.6985578649307274,0.3695218756261943
V100,1m,shooting_star,-1,1,151798,0.49961,0.50039,-0.017,1.0035,0.7639497635890686,0.0001557336259977788,1.0,0.00036708640413762145
V100,1m,shooting_star,-1,5,151798,0.50072,0.49928,0.0403,1.0024,0.5740502324201332,0.0048548260082484284,0.9627954424349483,0.009424074016011655
V100,1m,shooting_star,-1,15,151798,0.49953,0.50047,-0.0352,1.0014,0.7174284428460764,0.08349434876266068,1.0,0.12654812377319755
V100,1m,big_range,0,1,29040,0.49353,,-0.1822,0.9968,0.027765559245088677,0.11726098924351487,0.4581317275439632,0.17198278422382182
V100,1m,big_range,0,5,29040,0.49941,,0.1294,1.0011,0.8464510157259394,0.5686069457096123,1.0,0.6341525278937572
V100,1m,big_range,0,15,29040,0.49924,,0.0007,1.001,0.8007859589165026,0.5765022980852338,1.0,0.6341525278937572
V100,1m,tiny_range,0,1,66061,0.50108,,-0.0271,0.9954,0.5806205519874049,0.0007396044417659104,0.9627954424349483,0.001574641714727422
V100,1m,tiny_range,0,5,66061,0.49908,,0.0754,0.9958,0.6405834463443787,0.0009178704050196695,0.977587918824785,0.0018931077103530682
V100,1m,tiny_range,0,15,66061,0.50001,,0.0825,0.9949,1.0,2.5889771426231117e-05,1.0,6.328610793078718e-05
V100,1m,engulf_bull,1,1,329268,0.50071,0.50071,0.0414,1.0014,0.4157333430623869,0.02740917983097032,0.9627954424349483,0.04638476586779593
V100,1m,engulf_bull,1,5,329268,0.49971,0.49971,0.0125,1.0001,0.7418743762172029,0.8778345572949302,1.0,0.9052668872103968
V100,1m,engulf_bull,1,15,329268,0.50107,0.50107,0.044,1.0003,0.21921767779340426,0.5557125370347551,0.9227138561814948,0.6341525278937572
V100,1m,engulf_bear,-1,1,329189,0.49938,0.50062,-0.003,0.9991,0.48134595903129473,0.1397853555811892,0.9627954424349483,0.19629432911401037
V100,1m,engulf_bear,-1,5,329189,0.50055,0.49945,0.056,0.9986,0.5326505023817036,0.015177260151284745,0.9627954424349483,0.027824976944022035
V100,1m,engulf_bear,-1,15,329189,0.49922,0.50078,-0.0784,0.9993,0.3740627775205107,0.20298104226868743,0.9627954424349483,0.2679349757946674
V100,1m,harami_bull,1,1,328051,0.4979,0.4979,-0.0334,0.9989,0.015978767647295423,0.08436541584879836,0.35153288824049933,0.12654812377319755
V100,1m,harami_bull,1,5,328051,0.49928,0.49928,-0.0525,0.9997,0.4079109492738372,0.5991420258301859,0.9627954424349483,0.6482520279474143
V100,1m,harami_bull,1,15,328051,0.49912,0.49912,-0.0601,0.9992,0.31457845421228287,0.1759133138358866,0.9627954424349483,0.24188080652434407
V100,1m,harami_bear,-1,1,328130,0.50071,0.49929,0.027,1.0007,0.41893353636036973,0.2950635180446923,0.9627954424349483,0.3695218756261943
V100,1m,harami_bear,-1,5,328130,0.49893,0.50107,-0.02,1.0008,0.2223643208848845,0.19797000717853097,0.9227138561814948,0.2666534790567968
V100,1m,harami_bear,-1,15,328130,0.49988,0.50012,0.0367,1.0004,0.895830916625015,0.46620387797955587,1.0,0.559444653575467
V100,1m,inside_bar,0,1,277628,0.50042,,0.0204,1.0003,0.6610892518685558,0.6861299237553448,0.977587918824785,0.730396370449238
V100,1m,inside_bar,0,5,277628,0.49885,,-0.0665,1.0,0.22668256785500418,0.9418679051290567,0.9227138561814948,0.9563581805925807
V100,1m,inside_bar,0,15,277628,0.49832,,-0.1866,1.0,0.07724064660910374,0.9834805080456391,0.6547343714838219,0.9834805080456392
V100,1m,outside_bar,0,1,250362,0.49932,,-0.0131,1.0011,0.500621343077734,0.11990460567835164,0.9627954424349483,0.17203704292980887
V100,1m,outside_bar,0,5,250362,0.50008,,-0.0321,1.0002,0.9378729461572421,0.8113879793980836,1.0,0.8500255022265638
V100,1m,outside_bar,0,15,250362,0.4999,,-0.1243,0.9996,0.9251631843470403,0.5602272773790018,1.0,0.6341525278937572
V100,1m,three_white_soldiers,1,1,327754,0.50002,0.50002,0.0001,1.0033,0.987457313361364,2.917786292518376e-07,1.0,1.0698549739234046e-06
V100,1m,three_white_soldiers,1,5,327754,0.49878,0.49878,-0.0299,1.0039,0.16387853965336804,5.476840763730127e-11,0.8319987397786377,4.016349893402093e-10
V100,1m,three_white_soldiers,1,15,327754,0.50001,0.50001,0.1157,1.0031,0.9930316423283957,1.0554701294297343e-07,1.0,4.644068569490831e-07
V100,1m,three_black_crows,-1,1,330100,0.49944,0.50056,0.0107,0.9973,0.522973786365572,1.9470958322060818e-05,0.9627954424349483,4.9426278817539e-05
V100,1m,three_black_crows,-1,5,330100,0.50068,0.49932,0.0086,0.9971,0.434514238487504,1.066679895449812e-06,0.9627954424349483,3.060907526073374e-06
V100,1m,three_black_crows,-1,15,330100,0.50048,0.49952,-0.0071,0.9972,0.5835123893545141,8.429323784629776e-07,0.9627954424349483,2.6492160465979294e-06
V100,1m,run_up_3,1,1,327754,0.50002,0.50002,0.0001,1.0033,0.987457313361364,2.917786292518376e-07,1.0,1.0698549739234046e-06
V100,1m,run_up_3,1,5,327754,0.49878,0.49878,-0.0299,1.0039,0.16387853965336804,5.476840763730127e-11,0.8319987397786377,4.016349893402093e-10
V100,1m,run_up_3,1,15,327754,0.50001,0.50001,0.1157,1.0031,0.9930316423283957,1.0554701294297343e-07,1.0,4.644068569490831e-07
V100,1m,run_dn_3,-1,1,330100,0.49944,0.50056,0.0107,0.9973,0.522973786365572,1.9470958322060818e-05,0.9627954424349483,4.9426278817539e-05
V100,1m,run_dn_3,-1,5,330100,0.50068,0.49932,0.0086,0.9971,0.434514238487504,1.066679895449812e-06,0.9627954424349483,3.060907526073374e-06
V100,1m,run_dn_3,-1,15,330100,0.50048,0.49952,-0.0071,0.9972,0.5835123893545141,8.429323784629776e-07,0.9627954424349483,2.6492160465979294e-06
V100,1m,run_up_5,1,1,81875,0.49975,0.49975,-0.0197,1.0045,0.8888239316862696,0.0002332645069864579,1.0,0.0005308778434864214
V100,1m,run_up_5,1,5,81875,0.49693,0.49693,-0.0556,1.0058,0.07936174199803901,3.81602289840488e-07,0.6547343714838219,1.32556584891959e-06
V100,1m,run_up_5,1,15,81875,0.49982,0.49982,0.1182,1.0063,0.9220476272124875,1.463928735786593e-08,1.0,7.43225358168578e-08
V100,1m,run_dn_5,-1,1,82592,0.49858,0.50142,-0.0032,0.9929,0.4175094441245206,3.8673583000554675e-09,0.9627954424349483,2.127047065030507e-08
V100,1m,run_dn_5,-1,5,82592,0.49645,0.50355,-0.2141,0.9941,0.04179251153353413,1.9943605106293485e-07,0.5516611522426504,8.226737106346063e-07
V100,1m,run_dn_5,-1,15,82592,0.49919,0.50081,-0.248,0.9952,0.6435161685667548,1.1006454162628589e-05,0.977587918824785,3.026774894722862e-05
V100,1m,breakout_up_20,1,1,208906,0.50178,0.50178,0.0337,1.0048,0.10403481430980371,8.569987038412279e-10,0.6985578649307274,5.141992223047368e-09
V100,1m,breakout_up_20,1,5,208906,0.49989,0.49989,0.0049,1.0059,0.9250463787914932,3.2443035664640336e-16,1.0,5.3531008846656555e-15
V100,1m,breakout_up_20,1,15,208906,0.50082,0.50082,0.0933,1.0053,0.4529870292822091,5.5397672801761986e-14,0.9627954424349483,7.312492809832582e-13
V100,1m,breakout_dn_20,-1,1,209732,0.49928,0.50072,-0.019,0.9912,0.5138284335836484,7.87263960930399e-30,0.9627954424349483,2.597971071070317e-28
V100,1m,breakout_dn_20,-1,5,209732,0.49919,0.50081,-0.0575,0.9912,0.46181355466426205,2.615815551312668e-34,0.9627954424349483,1.7264382638663607e-32
V100,1m,breakout_dn_20,-1,15,209732,0.49878,0.50122,-0.1256,0.9926,0.2663796072199273,3.917067583470651e-26,0.9627954424349483,8.617548683635433e-25
V100,5m,doji,0,1,48779,0.49573,,-0.175,1.0012,0.05962491862271695,0.44000534594294366,0.9838111572748297,0.5204114376339217
V100,5m,doji,0,5,48779,0.49534,,-0.4551,1.0034,0.0398196309546439,0.019837163723580263,0.8760318810021658,0.03850743546342051
V100,5m,doji,0,15,48779,0.49788,,-0.3459,1.0019,0.3509652343699765,0.17584818186117776,0.9917023991161458,0.26990651169390073
V100,5m,spinning_top,0,1,76066,0.5016,,0.056,0.999,0.378279424519946,0.41344108991809886,0.9917023991161458,0.5148511685772552
V100,5m,spinning_top,0,5,76066,0.49837,,-0.0862,1.0017,0.37048022490519555,0.1658333702944466,0.9917023991161458,0.2669512790105726
V100,5m,spinning_top,0,15,76066,0.49834,,-0.3761,1.0013,0.36278166958525776,0.28233921076367163,0.9917023991161458,0.40509538935657236
V100,5m,marubozu_bull,1,1,17373,0.49542,0.49542,-0.4057,0.9975,0.2306337939548203,0.3062415872761867,0.9917023991161458,0.4156352591962624
V100,5m,marubozu_bull,1,5,17373,0.50354,0.50354,0.3295,1.0018,0.3546552492643923,0.44156121981060026,0.9917023991161458,0.5204114376339217
V100,5m,marubozu_bull,1,15,17373,0.4994,0.4994,0.146,0.9991,0.8793946331176473,0.7081001746304123,0.9917023991161458,0.7661411725509379
V100,5m,marubozu_bear,-1,1,17257,0.50107,0.49893,0.0419,0.9923,0.7840519656565774,0.001722377196845383,0.9917023991161458,0.004210255370066492
V100,5m,marubozu_bear,-1,5,17257,0.49875,0.50125,-0.273,0.9922,0.7491834136696743,0.0009624529784803668,0.9917023991161458,0.0026467456908210087
V100,5m,marubozu_bear,-1,15,17257,0.49997,0.50003,-0.4726,0.9927,1.0,0.0017969190117092788,1.0,0.004235594813314729
V100,5m,hammer,1,1,25953,0.50017,0.50017,0.1871,1.0032,0.9603944170772333,0.11507565449514158,0.9917023991161458,0.18987482991698362
V100,5m,hammer,1,5,25953,0.50148,0.50148,0.5058,1.0027,0.6370999583599035,0.17154811307597498,0.9917023991161458,0.2695756062622464
V100,5m,hammer,1,15,25953,0.49821,0.49821,-0.0699,1.0003,0.5679488437327929,0.8595889211426329,0.9917023991161458,0.8728133660832887
V100,5m,shooting_star,-1,1,26145,0.50063,0.49937,-0.1517,0.998,0.8431202626125436,0.328672746017588,0.9917023991161458,0.43384802474321615
V100,5m,shooting_star,-1,5,26145,0.50128,0.49872,0.0556,1.0024,0.683143781371527,0.22383671424336007,0.9917023991161458,0.3282938475569281
V100,5m,shooting_star,-1,15,26145,0.4947,0.5053,-0.4336,1.0018,0.08783382444474239,0.357595901975993,0.9917023991161458,0.46277116726304973
V100,5m,big_range,0,1,3952,0.50304,,0.0772,1.0027,0.7144717439842637,0.58917378701779,0.9917023991161458,0.6480911657195689
V100,5m,big_range,0,5,3952,0.50304,,0.2683,1.0017,0.7144717439842637,0.7395107476605607,0.9917023991161458,0.7835665105701091
V100,5m,big_range,0,15,3952,0.49494,,-0.7967,1.0119,0.5350144871641245,0.0177192060311723,0.9917023991161458,0.0354384120623446
V100,5m,tiny_range,0,1,6444,0.4986,,-0.1497,0.9965,0.8322859594070273,0.38241933289129104,0.9917023991161458,0.485378384054331
V100,5m,tiny_range,0,5,6444,0.49255,,-1.1446,0.9908,0.23663282233705613,0.015573901164662033,0.9917023991161458,0.03212117115211544
V100,5m,tiny_range,0,15,6444,0.49333,,-1.5333,0.997,0.2896598820919108,0.42862088344364135,0.9917023991161458,0.5204114376339217
V100,5m,engulf_bull,1,1,66076,0.4988,0.4988,-0.177,1.0008,0.5413520992051375,0.5444835178849557,0.9917023991161458,0.6090832572950352
V100,5m,engulf_bull,1,5,66076,0.49886,0.49886,-0.1536,1.0031,0.5621522951240194,0.015123855356955292,0.9917023991161458,0.03212117115211544
V100,5m,engulf_bull,1,15,66076,0.50044,0.50044,0.1725,1.0025,0.824512943000667,0.04579683916570078,0.9917023991161458,0.08169165905233113
V100,5m,engulf_bear,-1,1,66177,0.5024,0.4976,0.1511,0.9986,0.21930319915196753,0.2892925186667888,0.9917023991161458,0.4062405581278311
V100,5m,engulf_bear,-1,5,66177,0.49983,0.50017,-0.0899,0.996,0.9318478538713538,0.0015322168606757012,0.9917023991161458,0.003889473569407549
V100,5m,engulf_bear,-1,15,66177,0.49989,0.50011,-0.1913,0.9962,0.9565990058010132,0.002678336537338989,0.9917023991161458,0.005892340382145775
V100,5m,harami_bull,1,1,65661,0.49733,0.49733,-0.171,0.9973,0.17197443017343578,0.03745029189388618,0.9917023991161458,0.07062055042847108
V100,5m,harami_bull,1,5,65661,0.49947,0.49947,-0.1488,0.9975,0.7907231126560414,0.050139777322903166,0.9917023991161458,0.08708487640293708
V100,5m,harami_bull,1,15,65661,0.49591,0.49591,-0.6526,0.9974,0.0364595375782678,0.040395422392699366,0.8760318810021658,0.07405827438661551
V100,5m,harami_bear,-1,1,65561,0.5012,0.4988,0.1474,1.0017,0.5423532311340762,0.21069754066893695,0.9917023991161458,0.3160463110034054
V100,5m,harami_bear,-1,5,65561,0.50056,0.49944,0.2017,1.0023,0.7785600402727736,0.07139018434074679,0.9917023991161458,0.12081415811510994
V100,5m,harami_bear,-1,15,65561,0.50135,0.49865,0.2713,1.004,0.49185057633290963,0.0014678946925698044,0.9917023991161458,0.003875241988384284
V100,5m,inside_bar,0,1,53511,0.50156,,0.1543,1.0003,0.4730000886924784,0.8442609967729113,0.9917023991161458,0.8706441529220648
V100,5m,inside_bar,0,5,53511,0.50076,,0.01,1.0002,0.7294673698150039,0.900041927164452,0.9917023991161458,0.900041927164452
V100,5m,inside_bar,0,15,53511,0.49719,,-0.003,1.0004,0.19467207863467156,0.7479498509987405,0.9917023991161458,0.7835665105701091
V100,5m,outside_bar,0,1,52338,0.50082,,0.0232,0.999,0.7102326986116803,0.5011341658803934,0.9917023991161458,0.575747602621475
V100,5m,outside_bar,0,5,52338,0.50153,,0.0837,0.9986,0.48705189092279244,0.30857769243358874,0.9917023991161458,0.4156352591962624
V100,5m,outside_bar,0,15,52338,0.49989,,-0.0265,0.9991,0.9616508112641413,0.5059600144249325,0.9917023991161458,0.575747602621475
V100,5m,three_white_soldiers,1,1,65545,0.50057,0.50057,0.1404,1.0075,0.7725489947150659,1.581257985078552e-08,0.9917023991161458,1.1595891890576049e-07
V100,5m,three_white_soldiers,1,5,65545,0.49967,0.49967,0.1232,1.0052,0.8696909695172196,4.893046788608254e-05,0.9917023991161458,0.00014679140365824763
V100,5m,three_white_soldiers,1,15,65545,0.50022,0.50022,0.1408,1.0062,0.9129111267608404,8.107405877656966e-07,0.9917023991161458,3.822062770895427e-06
V100,5m,three_black_crows,-1,1,65508,0.49867,0.50133,-0.0638,0.994,0.499088142447959,4.698047489071415e-06,0.9917023991161458,1.9379445892419587e-05
V100,5m,three_black_crows,-1,5,65508,0.49872,0.50128,-0.0746,0.9942,0.5140898465765129,6.29158494633125e-06,0.9917023991161458,2.3069144803214584e-05
V100,5m,three_black_crows,-1,15,65508,0.49771,0.50229,-0.0195,0.9933,0.24271848795331194,9.157637502670148e-08,0.9917023991161458,5.494582501602089e-07
V100,5m,run_up_3,1,1,65545,0.50057,0.50057,0.1404,1.0075,0.7725489947150659,1.581257985078552e-08,0.9917023991161458,1.1595891890576049e-07
V100,5m,run_up_3,1,5,65545,0.49967,0.49967,0.1232,1.0052,0.8696909695172196,4.893046788608254e-05,0.9917023991161458,0.00014679140365824763
V100,5m,run_up_3,1,15,65545,0.50022,0.50022,0.1408,1.0062,0.9129111267608404,8.107405877656966e-07,0.9917023991161458,3.822062770895427e-06
V100,5m,run_dn_3,-1,1,65508,0.49867,0.50133,-0.0638,0.994,0.499088142447959,4.698047489071415e-06,0.9917023991161458,1.9379445892419587e-05
V100,5m,run_dn_3,-1,5,65508,0.49872,0.50128,-0.0746,0.9942,0.5140898465765129,6.29158494633125e-06,0.9917023991161458,2.3069144803214584e-05
V100,5m,run_dn_3,-1,15,65508,0.49771,0.50229,-0.0195,0.9933,0.24271848795331194,9.157637502670148e-08,0.9917023991161458,5.494582501602089e-07
V100,5m,run_up_5,1,1,16304,0.49522,0.49522,-0.0112,1.0132,0.2247829725629601,2.780161402223066e-07,0.9917023991161458,1.5290887712226862e-06
V100,5m,run_up_5,1,5,16304,0.49749,0.49749,-0.4619,1.0104,0.5258451278965368,2.458828748373062e-05,0.9917023991161458,8.114134869631104e-05
V100,5m,run_up_5,1,15,16304,0.49841,0.49841,-0.3973,1.0107,0.6895895733104546,1.3229947155337542e-05,0.9917023991161458,4.595665853959356e-05
V100,5m,run_dn_5,-1,1,16517,0.49634,0.50366,-0.1781,0.9924,0.35044976627001795,0.0024003139836535434,0.9917023991161458,0.005462783549004617
V100,5m,run_dn_5,-1,5,16517,0.50082,0.49918,-0.0212,0.9903,0.8396786389889724,5.895806192776894e-05,0.9917023991161458,0.00016918400379272824
V100,5m,run_dn_5,-1,15,16517,0.49028,0.50972,-0.5617,0.9862,0.012775042878696453,3.721765931345858e-09,0.8431528299939659,3.509093592411808e-08
V100,5m,breakout_up_20,1,1,39306,0.50023,0.50023,-0.0613,1.0147,0.9316675943415706,3.804372120823002e-18,0.9917023991161458,5.021771199486362e-17
V100,5m,breakout_up_20,1,5,39306,0.49728,0.49728,-0.3976,1.011,0.28266081987901326,1.459460638745153e-11,0.9917023991161458,1.6054067026196682e-10
V100,5m,breakout_up_20,1,15,39306,0.49997,0.49997,0.0005,1.0166,0.9959755375989019,3.724807542269756e-24,1.0,6.145932444745096e-23
V100,5m,breakout_dn_20,-1,1,39192,0.49689,0.50311,-0.0587,0.9833,0.21964902534875655,3.284386473390768e-24,0.9917023991161458,6.145932444745096e-23
V100,5m,breakout_dn_20,-1,5,39192,0.50214,0.49786,0.0915,0.9808,0.3989136810262107,8.23438851123697e-34,0.9917023991161458,2.7173482087082e-32
V100,5m,breakout_dn_20,-1,15,39192,0.49814,0.50186,-0.1196,0.98,0.46390333759858804,1.8462046470460052e-37,0.9917023991161458,1.2184950670503634e-35
V100,1h,doji,0,1,4221,0.49277,,0.618,1.0082,0.3557407076911996,0.09805829161722221,0.9484212241643745,0.14507609585974113
V100,1h,doji,0,5,4221,0.49277,,-0.6624,1.0073,0.3557407076911996,0.1451259824968476,0.9484212241643745,0.19954822593316546
V100,1h,doji,0,15,4221,0.49467,,-3.3127,1.0034,0.4982559134670166,0.4986391230814549,0.9484212241643745,0.5674169331616556
V100,1h,spinning_top,0,1,6926,0.49899,,1.0845,1.0112,0.8758708464337068,0.005370000466373205,0.9797903827614096,0.011075625961894734
V100,1h,spinning_top,0,5,6926,0.51155,,3.2531,1.0067,0.05605602862537003,0.09580639967135299,0.7399395778548843,0.14507609585974113
V100,1h,spinning_top,0,15,6926,0.5013,,3.3407,0.9996,0.8381432177432603,0.9275383070425303,0.9712281118490308,0.9565238791376094
V100,1h,marubozu_bull,1,1,926,0.49784,0.49784,0.796,1.0186,0.9214738802931403,0.07982161567094889,0.9797903827614096,0.1284933325434787
V100,1h,marubozu_bull,1,5,926,0.50864,0.50864,4.3979,1.0075,0.6220854141813151,0.473782290139741,0.9484212241643745,0.5485900201618054
V100,1h,marubozu_bull,1,15,926,0.47732,0.47732,-6.2798,1.0101,0.17783780189097043,0.327049948801542,0.9484212241643745,0.3924599385618504
V100,1h,marubozu_bear,-1,1,945,0.50688,0.49312,0.0294,0.9715,0.6962919520091096,0.0035798845427253657,0.9484212241643745,0.007621689671608843
V100,1h,marubozu_bear,-1,5,945,0.48042,0.51958,-5.6508,0.9668,0.24155121787103165,0.0006111790418757454,0.9484212241643745,0.0013909591987516965
V100,1h,marubozu_bear,-1,15,945,0.49206,0.50794,-14.8876,0.9578,0.6488300252654751,7.632540382368231e-06,0.9484212241643745,1.937491020139628e-05
V100,1h,hammer,1,1,1869,0.50455,0.50455,0.0316,0.9995,0.7113209854449416,0.946249362806776,0.9484212241643745,0.9608070453114955
V100,1h,hammer,1,5,1869,0.49973,0.49973,0.4648,0.9997,1.0,0.9672051368780383,1.0,0.9672051368780383
V100,1h,hammer,1,15,1869,0.51311,0.51311,0.8777,0.9933,0.2668689563950224,0.35338370093166876,0.9484212241643745,0.41648793324089534
V100,1h,shooting_star,-1,1,1968,0.49136,0.50864,-1.5137,1.0073,0.4569591458606155,0.3086466293128143,0.9484212241643745,0.37723476916010634
V100,1h,shooting_star,-1,5,1968,0.48374,0.51626,-9.4607,1.0118,0.15555214021229163,0.11736157223591046,0.9484212241643745,0.16838834277326284
V100,1h,shooting_star,-1,15,1968,0.50559,0.49441,-1.1413,1.0175,0.6359556559483841,0.017175636309357905,0.9484212241643745,0.03238834275478919
V100,1h,big_range,0,1,264,0.45833,,-8.4666,1.0439,0.1961034494571224,0.0368887204843782,0.9484212241643745,0.06406988294655161
V100,1h,big_range,0,5,264,0.45455,,-29.0012,1.0244,0.15677553683818812,0.1984159404973149,0.9484212241643745,0.2567735700553487
V100,1h,big_range,0,15,264,0.4697,,-26.7248,1.0046,0.3559334048627964,0.7984969796088752,0.9484212241643745,0.8464167807517439
V100,1h,tiny_range,0,1,371,0.49596,,-4.6618,0.9132,0.9173188091723977,2.39740060649812e-09,0.9797903827614096,1.0548562668591727e-08
V100,1h,tiny_range,0,5,371,0.49057,,7.1883,0.9156,0.7554653687139953,9.05112124749908e-08,0.9484212241643745,2.8446381063568536e-07
V100,1h,tiny_range,0,15,371,0.55526,,17.1827,0.9411,0.037686604985360674,9.588343567454522e-05,0.6218289822584511,0.00022601095551857088
V100,1h,engulf_bull,1,1,5455,0.49936,0.49936,1.2351,1.0062,0.9352544562722547,0.1628755439133601,0.9797903827614096,0.21938338567921972
V100,1h,engulf_bull,1,5,5455,0.49973,0.49973,1.16,1.0097,0.978397054178382,0.032423490315500736,0.9934493165503571,0.05783649623846077
V100,1h,engulf_bull,1,15,5455,0.49533,0.49533,3.0566,1.0083,0.4984253766951017,0.06790251865400203,0.9484212241643745,0.11203915577910335
V100,1h,engulf_bear,-1,1,5423,0.49677,0.50323,0.1993,0.993,0.644301055535687,0.12409963342355874,0.9484212241643745,0.17426757033946547
V100,1h,engulf_bear,-1,5,5423,0.49677,0.50323,-3.0736,0.986,0.644301055535687,0.001547426590733867,0.9484212241643745,0.0034043384996145076
V100,1h,engulf_bear,-1,15,5423,0.4953,0.5047,-2.224,0.9894,0.49716081559088915,0.015763919087950776,0.9484212241643745,0.030600548817786805
V100,1h,harami_bull,1,1,5436,0.49853,0.49853,0.2434,0.9946,0.8387879147787084,0.2269389746572968,0.9712281118490308,0.2880379293727228
V100,1h,harami_bull,1,5,5436,0.49926,0.49926,-1.7149,0.9951,0.9243620523796422,0.2648977054900022,0.9797903827614096,0.3298726143837763
V100,1h,harami_bull,1,15,5436,0.50239,0.50239,-0.1739,0.9912,0.7345540426667652,0.04392883373957194,0.9484212241643745,0.07434110325158329
V100,1h,harami_bear,-1,1,5468,0.49616,0.50384,0.444,1.0095,0.5792686179164708,0.031245150820083147,0.9484212241643745,0.05728277650348576
V100,1h,harami_bear,-1,5,5468,0.50037,0.49963,0.92,1.0111,0.9676390447246491,0.012797288251320755,0.9934493165503571,0.02559457650264151
